,rating,review_text
1296,0,"eu não recebi essa p..rra ainda ca..lho, 13 de atraso 27 dia da compra eu devo ter esperança ainda vou denunciar a loja no procom..."
4075,0,mo tempao e nada de entregar meu produto pior compra que ja realizei na americanas
2389,1,"Gostaria de ver fotos dela por Dentro, se tem elásticos para prender garrafinha e potes e medidas da bolsa também.  Obrigada"
2819,3,"Satisfeita, chegou bem antes do prazo, produto resistente e de boa qualidade."
1753,0,SEM CONDIÇÕES DE AVALIAR O PRODUTO....NÃO RECEBI...DATA PARA RECEBER DIA 18/12/17.....HOJE 2/01/18 E NADA AINDA!!!!
9879,3,Até agora estou muito satisfeito com o produto . O grau de café fica bem moído .
9537,3,"Gostaria que o manual fosse mais claro no ato que foi instalado o aparelho funcional normalmente só não sei o porque que ficou uma faixa escura tanta na parte inferior e superior. sendo que o aparelho e com conversor deveria abrir a tela inteira, independente o canal. estou pesquisando ou contratar o técnico pra tentar sanar o problema."
4402,4,"O café fica uma delícia,super quente prática adorei... entrega super rápida parabéns lojas americanas..."
6413,2,"produto com certa qualidade, e funciona bem, Chegou conforme combinado, muito bom"
4945,2,"Bom ventilador, bem acabado e de fácil montagem. Ventila bem, porém avaliaria como ótimo se as pás fossem de madeira ao invés de plástico. Não recomendado para locais com o pé direito muito alto."
5079,4,"entrega rápida ,chegou antes da data prevista produto de qualidade com preço bom"
938,4,"Maravilhoso estes livros....é envolvente, sedutor, picante e muito romântico, adoro Sylvia Day, muito bom!!!"
7655,3,Boa tecnologia ajuda muito. Qualidade e eficiência
8377,4,"Game com características de RPG, conta com um sistema de luta incrível"
3394,4,Recomendo a todos. Muito confortável e entrega muito rápida. Uso no meu dia-a-dia para trabalho
9978,3,Produto de ótima qualidade!! Bom preço e entrega rápida!!
9269,0,Prazo não cumprido. Falta de informação da empresa
2356,0,"muito ruim, imagem  dava pra ver os pixels.............."
5541,1,Já comprei várias vezes na americanas nunca tive problema mas não tive sorte porque não recebe o produto o praso de entrega era 28/12/17 não posso falar se não chegou
57,0,Não recebi o produto e a transportadora colocou que recebi. Preciso receber esse produto.
5366,2,"Comprei ele justamente por apresentar  nas fotos os botões na cores dos supernintendo nacional/americano, mas vieram com botões coloridos como os japoneses Superfamicon."
679,4,"muito bom produto, recomento a todos que tiverem interisse"
4105,4,"Embaralhador muito bom. Ajuda bem a embaralhar cartas, principalmente com jogos. Recomendo."
1705,4,Esta em um preço tão acessível que vou comprar para toda a minha família e já deixar guardado pro natal de 2018!!!!
6078,3,atendeu as expectativas. produto de qualidade. Recomendo
2597,4,"Após instalação na minha geladeira, consigo fazer viagens internacionais e ainda tomar uma cerveja gelada, espetacular, minha gelosa agora vai de 0 á 100 em 3 segundos."
5168,4,"Excelente performance, atendeu fielmente minhas expectativas."
8381,2,"Esperava um pouco mais, mas meu filho Ficou satisfeito"
6359,3,Produto bom e silencioso... Chegou dentro do prazo mesmo a transportadora não sendo muito competente... Única coisa que tenho dúvida é que no manual vêm a dizer que acompanha pente mas não caixa não vem
7486,4,Design lindo! Ferve o café rapidamente e mantém a temperatura por muito tempo!
5138,4,"Fiquei surpresa com a rapidez da entrega do produto, meu filho amou!!"
4318,3,"Meu filho adorou, veio com um tapete pequeno que ele simplesmente amou. Valeu a compra."
5954,4,Super recomendo confortável muito bom mesmo podem comprar
7041,4,Muito bom o produto adquirido. xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
8907,4,Ótima  TV Imagem perfeita  Adorei Fácil de acesso  Controle remoto  de fácil manuseio Recomendo a compra
1823,0,"Recebi o produto próximo do final de ano, época de festas, demorei 5 dias para usar e quando fui utilizar, testar pq queria viajar no final de ano, a surpresa, não funciona direito, não cumpre o que promete, ele funciona por mais ou menos duas horas depois começa a piscar parece que vai dar um curto e queimar a lâmpada, tive que desligar, ou seja, não funciona. Testei diversas vezes. Como demorei uns dias para testar, perdi a garantia de 7 dias para troca. Sugiro as pessoas que comprem em uma loja, produto de outra marca, onde não tem demora de entrega, o produto é testado na hora, e você pode efetuar a troca de imediato. Agora a Americanas.com permite que qualquer um venda seus produtos, com procedência ou não e o prejuízo é só seu. Cuidado!!! Antes de efetuar uma compra, consulte o reclame aqui."
8609,2,"É um brinquedo divertido que promete que você poderá decorar tudo o que você quiser, a brincadeira é mui divertida ideal para a faixa etária de 6 en adiante mas depois de terminar a brincadeira a massinha não fica dura então fica sujando o tempo todo no final tive arrancar y limpar tudo porq o negócio não firmou :("
9453,4,Excelente produto e entrega no prazo e sem nenhuma avaria
2782,2,"Bom produto, atendeu as expectativas.  Mas não é grandes coisas..... a malha é muito fininha."
1873,4,Material de boa qualidade e o tamanho atende às necessidades de enviar um lanche à escola.
1449,2,"A motosserra atende as especificações, pois é semiprofissional, para serviços leves. Para a minha proposta fiquei satisfeito."
3578,2,"Gostei muito das panelas vieram bem embaladas a entrega foi dentro do prazo estabelecido preço justo, recomendo a compra pra todos"
9671,0,"UM DESCASO ESSE REPRESENTANTE DE VENDAS, NUM SITE DE RENOME, PEDI A CADEIRA VEIO FALTANDO PEÇAS E NEM SE QUER ENTRARAM EM CONTATO PRA RESOLVER O PROBLEMA E MUITO MENOS PRA DEVOLVER, PÉSSIMO."
4887,4,"Um produto de óptima qualidade, entrega rápida e sem problemas, tudo muito bom."
1574,0,como avaliar se eu ainda nao recebi o produto.. muita demora
2934,4,Gosto de tomar café expresso e gostei muito desta cafeteira
4810,2,"O Produto atende para um lugar pequeno e para quem não exige muita qualidade. Bem simples, atendeu a expectativa onde foi fixado. Ideal para quem não tem muitos utensílios."
8321,2,"Se você vende produto pro Brasil, então envie manual em português. Até agora não consegui instalar essa impressora. Muito chateada."
1464,4,Gostei muito!!! Obrigado!!! Agilidade na aprovação da compra entrega rápida muito bom...
4263,0,"Comprei um armário de pia e um gaveteiro na PÉSSIMA Madeira Madeira e depois de 46 dias úteis (vendem o que não tem) chegou faltando 2 caixas e uma caixa veio errada (porta amarela com amortecedor). Reclamei, reclamei e nada. Depois que enviei para reclamação do Procon RJ, e para a imprensa - O Globo e Folha de São Paulo e EXTRA, a Americanas entrou em contato informando que havia entrado em contato com a Madeira Madeira para providenciarem o envio. A Folha de SP também entrou em contato comigo após o0 contato com esta PÉSSIMA empresa e ajudou muito para que cumprissem com a sua obrigação. Agora, pasmem, para resolver um problema causado pela PÉSSIMA empresa Madeira Madeira, informara que enviariam a s caixas que faltaram num prazo dos mesmos 46 dias úteis. Tive que paga montador por 2 vezes que esteve em minha casa, pois na 1ª ele montou o gaveteiro e iniciou o armário, quando verificou a impossibilidade pela falta do material. Assim, a PÉSSIMA empresa Madeira Madeira NUNCA MAIS."
6253,1,"O produto deve ser bom por isso que comprei , porem comprei no dia 6/12/17 hoje estamos no 05/01/18 e o produto ainda não foi entregue ......Muita demora para entrega .....Produto deve ser bom , mais a pós vendas ou a entrega, muito ruim...vou ficar na espera vai chega hoje né !    O produto recomendo porem a Americanas que comprei e até hoje não chegou , ainda tenho minhas duvidas , sempre compro pela net , mais assim fica complicado , não cumprem com a previsão de entrega."
6860,4,"""Fiquei com um pouco de receio de comprar porque na embalagem diz que acompanha 4 """"pinos"""" para jogar. Mas na verdade vem com os homenzinhos de antigamente mesmo. Muito legal, meu filho de 5 anos adorou!"""
3631,4,"produto com boa configuração e ótima bateria, câmeras muitos boas ótimo aparelho pra quem trabalha e não pode ficar recarregando muito pois a bateria dura um dia e meio tranquilo usando internet e ligações."
4585,2,"É um tripé simples, que assiste 90% das necessidades de fotografia e filmagem. Alto e bem resistente, mas para câmeras pequenas a médias. O cabeçote só peca nos movimentos, pois não é hidráulico, fazendo que alguns se tornem bruscos.  Filmagem fixa, ok!"
7114,3,"Foi entregue tudo legal, com notas e na caixa. Foi entregue tudo legal, com notas e na caixa."
6784,3,"Adoro fazer montagens com pinos mágicos, e este produto é ótimo."
2319,2,O batom é muito bom. O que achei ruim é que comprei 3 unidades e até o momento só recebi 1.
5565,3,Produto de acordo com as características descritas no site.
2743,3,Muito fácil de montar e pelo preço o material é de qualidade! entrega antes do prazo.
3657,3,Produto de ótima qualidade e muito necessário para mim.
8592,4,Achei um ótimo produto com design bonito por um prego muito bom. Qualidade muito boa!
4823,4,"Uso para raspar o peito, costas e acabamento do corte na nuca. A lâmina não machuca, o corte é bem preciso e a bateria dura tranquilamente 2hs, com a possibilidade de usar conectada na tomada. Foi indicação de um barbeiro, pois já não aguentava a decepção com as mais baratas, comprei uma de uso profissional e agora é só alegria!"
7985,4,"Foi a melhor compra que fiz, o celular é realmente muito lindo chegou tudo certinho cada centavo investido nesse que tem 128 GB valeu muito a pena !!!  PARABÉNSS Lojas Americanas :)"
6451,3,"recomendo a compra deste produto, entrega rápida e confiável"
9297,3,"O caŕregador veio com problema, não carrega.  O celular chegou ok."
528,1,intalei o filtro  no ponto de agua da sabesp pois o mesmo nao tiro o cheiro da agua comprei gato por lebre tb olha o preço
6885,0,Passei vergonha com está máquina ela faz um algodão doce com muito custo  lenta parece que vai queimar de tão fraca
5749,4,Produto dês ótima qualidade e com rápida eficiência na entrega.
1984,4,"O designer é muito bonito, as funções do celular também são boas"
3166,3,"Por enquanto está sendo um bom produto,tem pouco tempo de uso,mas recomendo a compra!!!"
8610,2,"Bom produto...recomendo a compra, demrou um pouco para chegar, mas acredito que por dificuldades dos Correios."
1904,0,"não recomendo, só dor de cabeça, comprei 02 kits e dentre eles veio 3 marcas diferentes, queima toda hora. optar por produto de 1 ano de garantia e por marcar nacionais"
1033,3,Este produto é muito bom. Eu recomendo.  Os cabelos ficam bem hidratados além  de um perfume suave.
9625,4,O produto tem boa qualidade e é muito prático. Sua montagem foi rápida e me parece que tem boa durabilidade.
9383,4,"Cor maravilhosa, jarro de vidro e muito potente. Recomendo o produto."
1377,0,"Adquiri o produto e este veio com defeito, não funciona. Solicitei a devolução da mercadoria ou a troca pelo site, desde do dia 08/12 a Americanas não me deu uma satisfação do processo. Me sinto insatisfeita com o produto e posicionamento da Americanas."
1814,4,"Recomento,ótima qualidade. E o produto foi entregue bem antes da data prevista!"
1519,1,O ruim é que não mantem o café quente...tem que fazer e beber na hora!
2368,0,Minha filha ficou sem o presente de Natal q tanto pedia.
3847,0,"Olá, há exatamente quatro dias atrás, entrei em contato com vocês sobre um smartphone Samsung Galaxy J5 Prime que comprei. O aparelho apresentou falha, a tela piscava em alguns momentos de uso. Ele não sofreu nenhuma queda, risco, ou arranhões. Sempre utilizado com case protetora. Ainda não recebi nenhuma ajuda pra esse problema que estou passando. Já se passaram sete dias que eu poderia fazer a troca, porém a transportadora ainda não compareceu, desde o dia que comuniquei vocês sobre o assunto. Exijo que vocês tenham uma atitude perante isso, ou vou entrar com o pedido de ressarcimento no PROCON. Nunca passei por um problema como este, e já venho comprando na loja há tempos, e nunca passei por isso. E dessa vez, só estou tendo dor de cabeça, desde o momento da compra."
8508,3,Produto muito bom. Entrega rápida. fiz uma boa compra.Recomendo.
127,4,terceiro motorola que tenho e só posso dizer que amoooo
4662,3,"O produto e excelente,porém veio vazando, preferi ficar com o produto ao invés de realizar a troca devido á burocracia da Americanas.com"
2349,4,"O som da caixa é bom e potente. muito fácil de manusear e bem pratico. Apesar do preço meio salgado , ele vale a pena e mesmo que dê presente , a pessoa vai amar!"
9980,4,"MUITO BOM O CELULAR, MUITO RAPIDO, CUSTO BENEFICIO MUITO BOM , ESTOU EM MATO GROSSO E A ENTREGA FOI MUITO RAPIDA"
4570,2,É um celular bem simples... para o que eu preciso ele é bom. Uso somente o whatsapp e o Play kids e mesmo assim as vezes dá uma travada.
6523,0,"Os dois braços são do lado esquerdo, ficando esteticamente muito feio de um lado"
294,3,"Produto muito bom, smartphone que cumpre as necessidades. Sem muitas funções, mas com o essencial. Recomendo para quem quer economizar e investir em um produto de qualidade."
